"DateTime","Average USD","Active market wallets"
"2017-12-21 00:00:00",19.09,4647
"2017-12-22 00:00:00",15.74,3590
"2017-12-23 00:00:00",13.37,3442
"2017-12-24 00:00:00",12.24,2839
"2017-12-25 00:00:00",14.29,2615
"2017-12-26 00:00:00",16.73,2333
"2017-12-27 00:00:00",13.2,2578
"2017-12-28 00:00:00",12.09,2424
"2017-12-29 00:00:00",13.56,2256
"2017-12-30 00:00:00",12.36,2111
"2017-12-31 00:00:00",14.84,1932
"2018-01-01 00:00:00",15.33,1889
"2018-01-02 00:00:00",15.94,2056
"2018-01-03 00:00:00",15.34,1601
"2018-01-04 00:00:00",22.87,1172
"2018-01-05 00:00:00",20.88,1188
"2018-01-06 00:00:00",29.33,1455
"2018-01-07 00:00:00",20.23,1496
"2018-01-08 00:00:00",23.08,1249
"2018-01-09 00:00:00",31.53,1018
"2018-01-10 00:00:00",39.22,814
"2018-01-11 00:00:00",25.55,1059
"2018-01-12 00:00:00",25.09,1209
"2018-01-13 00:00:00",24.89,1069
"2018-01-14 00:00:00",29.12,1036
"2018-01-15 00:00:00",27.34,878
"2018-01-16 00:00:00",27.39,882
"2018-01-17 00:00:00",20.09,865
"2018-01-18 00:00:00",19.14,1007
"2018-01-19 00:00:00",23.99,1016
"2018-01-20 00:00:00",49.37,913
"2018-01-21 00:00:00",20.87,937
"2018-01-22 00:00:00",12.84,1051
"2018-01-23 00:00:00",14.08,1036
"2018-01-24 00:00:00",17.63,865
"2018-01-25 00:00:00",17.43,837
"2018-01-26 00:00:00",20.03,859
"2018-01-27 00:00:00",17.44,886
"2018-01-28 00:00:00",27.62,803
"2018-01-29 00:00:00",19.85,843
"2018-01-30 00:00:00",19.14,797
"2018-01-31 00:00:00",29.87,863
"2018-02-01 00:00:00",16.43,676
"2018-02-02 00:00:00",20.21,718
"2018-02-03 00:00:00",15.61,662
"2018-02-04 00:00:00",15.34,624
"2018-02-05 00:00:00",12.86,706
"2018-02-06 00:00:00",10.7,822
"2018-02-07 00:00:00",12.35,879
"2018-02-08 00:00:00",12.36,846
"2018-02-09 00:00:00",17.09,850
"2018-02-10 00:00:00",32.1,796
"2018-02-11 00:00:00",19.13,928
"2018-02-12 00:00:00",17.77,880
"2018-02-13 00:00:00",25.9,978
"2018-02-14 00:00:00",67.91,1519
"2018-02-15 00:00:00",120.05,1418
"2018-02-16 00:00:00",31.41,1174
"2018-02-17 00:00:00",37.56,1013
"2018-02-18 00:00:00",39.3,1055
"2018-02-19 00:00:00",39.31,1017
"2018-02-20 00:00:00",59.09,967
"2018-02-21 00:00:00",22.86,942
"2018-02-22 00:00:00",20.44,912
"2018-02-23 00:00:00",28.13,928
"2018-02-24 00:00:00",20.1,1054
"2018-02-25 00:00:00",13.3,872
"2018-02-26 00:00:00",19.55,890
"2018-02-27 00:00:00",19.6,1131
"2018-02-28 00:00:00",16.06,939
"2018-03-01 00:00:00",15.4,858
"2018-03-02 00:00:00",17.84,800
"2018-03-03 00:00:00",19.05,734
"2018-03-04 00:00:00",42.2,911
"2018-03-05 00:00:00",30.83,823
"2018-03-06 00:00:00",31.79,882
"2018-03-07 00:00:00",35.15,1087
"2018-03-08 00:00:00",15.06,1054
"2018-03-09 00:00:00",15.18,998
"2018-03-10 00:00:00",10.6,774
"2018-03-11 00:00:00",14.89,803
"2018-03-12 00:00:00",14.41,1264
"2018-03-13 00:00:00",16.94,769
"2018-03-14 00:00:00",12.77,794
"2018-03-15 00:00:00",10.27,732
"2018-03-16 00:00:00",15.02,710
"2018-03-17 00:00:00",13.53,688
"2018-03-18 00:00:00",14.11,679
"2018-03-19 00:00:00",16.84,867
"2018-03-20 00:00:00",71.14,930
"2018-03-21 00:00:00",77.68,1027
"2018-03-22 00:00:00",41.5,1014
"2018-03-23 00:00:00",94.2,1069
"2018-03-24 00:00:00",37.56,940
"2018-03-25 00:00:00",18.14,848
"2018-03-26 00:00:00",31.95,853
"2018-03-27 00:00:00",31.14,932
"2018-03-28 00:00:00",53.17,849
"2018-03-29 00:00:00",23.7,831
"2018-03-30 00:00:00",37.71,866
"2018-03-31 00:00:00",25.93,856
"2018-04-01 00:00:00",26.31,800
"2018-04-02 00:00:00",19.6,858
"2018-04-03 00:00:00",24.25,850
"2018-04-04 00:00:00",17.1,794
"2018-04-05 00:00:00",23.21,825
"2018-04-06 00:00:00",18.08,948
"2018-04-07 00:00:00",15.5,852
"2018-04-08 00:00:00",9.49,892
"2018-04-09 00:00:00",9.19,865
"2018-04-10 00:00:00",16.26,781
"2018-04-11 00:00:00",20.59,839
"2018-04-12 00:00:00",14.91,795
"2018-04-13 00:00:00",15.04,873
"2018-04-14 00:00:00",17.63,811
"2018-04-15 00:00:00",23.29,759
"2018-04-16 00:00:00",16.3,831
"2018-04-17 00:00:00",16.71,775
"2018-04-18 00:00:00",16.13,705
"2018-04-19 00:00:00",15.57,728
"2018-04-20 00:00:00",12.33,717
"2018-04-21 00:00:00",17.98,690
"2018-04-22 00:00:00",27.83,637
"2018-04-23 00:00:00",85.44,766
"2018-04-24 00:00:00",37.38,728
"2018-04-25 00:00:00",41.43,672
"2018-04-26 00:00:00",34.22,625
"2018-04-27 00:00:00",18.23,696
"2018-04-28 00:00:00",11.69,612
"2018-04-29 00:00:00",10.18,658
"2018-04-30 00:00:00",33.14,703
"2018-05-01 00:00:00",31.95,679
"2018-05-02 00:00:00",47.03,604
"2018-05-03 00:00:00",41.07,561
"2018-05-04 00:00:00",30.49,653
"2018-05-05 00:00:00",25.39,578
"2018-05-06 00:00:00",21.95,661
"2018-05-07 00:00:00",21.52,661
"2018-05-08 00:00:00",21.74,736
"2018-05-09 00:00:00",24.14,596
"2018-05-10 00:00:00",26.36,593
"2018-05-11 00:00:00",29.23,543
"2018-05-12 00:00:00",17.04,555
"2018-05-13 00:00:00",24.96,542
"2018-05-14 00:00:00",20.6,479
"2018-05-15 00:00:00",16.16,528
"2018-05-16 00:00:00",17.99,634
"2018-05-17 00:00:00",13.5,552
"2018-05-18 00:00:00",15.45,501
"2018-05-19 00:00:00",12.36,515
"2018-05-20 00:00:00",20.25,545
"2018-05-21 00:00:00",17.29,533
"2018-05-22 00:00:00",16.83,528
"2018-05-23 00:00:00",16.79,472
"2018-05-24 00:00:00",14.33,758
"2018-05-25 00:00:00",23.1,838
"2018-05-26 00:00:00",18.15,748
"2018-05-27 00:00:00",14.51,752
"2018-05-28 00:00:00",23.7,626
"2018-05-29 00:00:00",12.61,643
"2018-05-30 00:00:00",13.49,705
"2018-05-31 00:00:00",13.42,672
"2018-06-01 00:00:00",12.05,708
"2018-06-02 00:00:00",16.68,606
"2018-06-03 00:00:00",25.52,570
"2018-06-04 00:00:00",23.14,587
"2018-06-05 00:00:00",22.73,556
"2018-06-06 00:00:00",27.35,612
"2018-06-07 00:00:00",29.7,584
"2018-06-08 00:00:00",33.4,579
"2018-06-09 00:00:00",13.14,540
"2018-06-10 00:00:00",19.87,520
"2018-06-11 00:00:00",12.9,630
"2018-06-12 00:00:00",13.21,662
"2018-06-13 00:00:00",23.49,684
"2018-06-14 00:00:00",24.35,539
"2018-06-15 00:00:00",9.63,615
"2018-06-16 00:00:00",12.23,502
"2018-06-17 00:00:00",25.4,602
"2018-06-18 00:00:00",37.53,715
"2018-06-19 00:00:00",36.51,705
"2018-06-20 00:00:00",24.34,646
"2018-06-21 00:00:00",24.22,732
"2018-06-22 00:00:00",11.65,717
"2018-06-23 00:00:00",16.75,590
"2018-06-24 00:00:00",18.41,564
"2018-06-25 00:00:00",18.2,567
"2018-06-26 00:00:00",17.68,584
"2018-06-27 00:00:00",16.03,658
"2018-06-28 00:00:00",16.14,626
"2018-06-29 00:00:00",18.8,722
"2018-06-30 00:00:00",15.4,546
"2018-07-01 00:00:00",15.24,380
"2018-07-02 00:00:00",26.07,267
"2018-07-03 00:00:00",50.72,278
"2018-07-04 00:00:00",139.07,295
"2018-07-05 00:00:00",35.34,366
"2018-07-06 00:00:00",13.58,297
"2018-07-07 00:00:00",14,272
"2018-07-08 00:00:00",12.63,441
"2018-07-09 00:00:00",13.29,519
"2018-07-10 00:00:00",15.72,480
"2018-07-11 00:00:00",16.79,612
"2018-07-12 00:00:00",15.06,566
"2018-07-13 00:00:00",12.48,581
"2018-07-14 00:00:00",11.96,315
"2018-07-15 00:00:00",23.27,419
"2018-07-16 00:00:00",25.93,546
"2018-07-17 00:00:00",22.51,623
"2018-07-18 00:00:00",26.23,553
"2018-07-19 00:00:00",16.99,560
"2018-07-20 00:00:00",15.57,620
"2018-07-21 00:00:00",13.59,541
"2018-07-22 00:00:00",25.23,566
"2018-07-23 00:00:00",19.79,629
"2018-07-24 00:00:00",28.25,654
"2018-07-25 00:00:00",17.15,603
"2018-07-26 00:00:00",13.14,707
"2018-07-27 00:00:00",101.67,725
"2018-07-28 00:00:00",295.09,586
"2018-07-29 00:00:00",14.01,563
"2018-07-30 00:00:00",96.75,588
"2018-07-31 00:00:00",46.54,594
"2018-08-01 00:00:00",13.48,578
"2018-08-02 00:00:00",100.24,730
"2018-08-03 00:00:00",26.59,658
"2018-08-04 00:00:00",27.1,662
"2018-08-05 00:00:00",32.78,644
"2018-08-06 00:00:00",27.95,666
"2018-08-07 00:00:00",38.34,617
"2018-08-08 00:00:00",23.28,406
"2018-08-09 00:00:00",23.99,431
"2018-08-10 00:00:00",14.63,493
"2018-08-11 00:00:00",11.22,535
"2018-08-12 00:00:00",10.7,592
"2018-08-13 00:00:00",13.19,730
"2018-08-14 00:00:00",24.09,794
"2018-08-15 00:00:00",19.6,810
"2018-08-16 00:00:00",14.13,824
"2018-08-17 00:00:00",11.43,808
"2018-08-18 00:00:00",14.85,893
"2018-08-19 00:00:00",10.95,757
"2018-08-20 00:00:00",13.72,792
"2018-08-21 00:00:00",23.03,863
"2018-08-22 00:00:00",19.86,696
"2018-08-23 00:00:00",23.9,816
"2018-08-24 00:00:00",17.88,905
"2018-08-25 00:00:00",32.56,826
"2018-08-26 00:00:00",13.06,757
"2018-08-27 00:00:00",12.73,808
"2018-08-28 00:00:00",18.89,887
"2018-08-29 00:00:00",13.81,860
"2018-08-30 00:00:00",8.09,936
"2018-08-31 00:00:00",7.78,902
"2018-09-01 00:00:00",8.34,922
"2018-09-02 00:00:00",9.35,894
"2018-09-03 00:00:00",10.33,866
"2018-09-04 00:00:00",45.41,902
"2018-09-05 00:00:00",16.93,972
"2018-09-06 00:00:00",7.12,1093
"2018-09-07 00:00:00",9.52,1083
"2018-09-08 00:00:00",16.15,999
"2018-09-09 00:00:00",9.65,1024
"2018-09-10 00:00:00",18.7,995
"2018-09-11 00:00:00",7.44,1024
"2018-09-12 00:00:00",16.94,1128
"2018-09-13 00:00:00",37.06,1078
"2018-09-14 00:00:00",31.37,992
"2018-09-15 00:00:00",27.52,898
"2018-09-16 00:00:00",54.56,904
"2018-09-17 00:00:00",17.94,911
"2018-09-18 00:00:00",20.78,1009
"2018-09-19 00:00:00",21.72,920
"2018-09-20 00:00:00",22.21,875
"2018-09-21 00:00:00",29.87,991
"2018-09-22 00:00:00",9.72,808
"2018-09-23 00:00:00",37.29,832
"2018-09-24 00:00:00",17.76,873
"2018-09-25 00:00:00",13.73,1079
"2018-09-26 00:00:00",14.41,1146
"2018-09-27 00:00:00",16.61,1309
"2018-09-28 00:00:00",13.57,1093
"2018-09-29 00:00:00",19.96,770
"2018-09-30 00:00:00",10.58,780
"2018-10-01 00:00:00",16.55,748
"2018-10-02 00:00:00",28.36,865
"2018-10-03 00:00:00",41.62,815
"2018-10-04 00:00:00",28.05,793
"2018-10-05 00:00:00",15.37,894
"2018-10-06 00:00:00",16.84,832
"2018-10-07 00:00:00",18.74,835
"2018-10-08 00:00:00",14.48,847
"2018-10-09 00:00:00",20.35,838
"2018-10-10 00:00:00",22.12,918
"2018-10-11 00:00:00",23.07,973
"2018-10-12 00:00:00",37.71,950
"2018-10-13 00:00:00",33.39,901
"2018-10-14 00:00:00",21.73,809
"2018-10-15 00:00:00",31.09,810
"2018-10-16 00:00:00",15.81,874
"2018-10-17 00:00:00",15.88,855
"2018-10-18 00:00:00",28,787
"2018-10-19 00:00:00",10.08,966
"2018-10-20 00:00:00",11.06,808
"2018-10-21 00:00:00",8.96,785
"2018-10-22 00:00:00",44.93,731
"2018-10-23 00:00:00",18.81,903
"2018-10-24 00:00:00",22.08,841
"2018-10-25 00:00:00",17.4,848
"2018-10-26 00:00:00",11.99,804
"2018-10-27 00:00:00",10.91,828
"2018-10-28 00:00:00",14.54,808
"2018-10-29 00:00:00",14.57,820
"2018-10-30 00:00:00",35.21,832
"2018-10-31 00:00:00",11.28,849
"2018-11-01 00:00:00",27.95,933
"2018-11-02 00:00:00",32.48,908
"2018-11-03 00:00:00",10.54,773
"2018-11-04 00:00:00",12.67,865
"2018-11-05 00:00:00",64.13,875
"2018-11-06 00:00:00",27.7,844
"2018-11-07 00:00:00",24.14,828
"2018-11-08 00:00:00",33.26,900
"2018-11-09 00:00:00",22.43,914
"2018-11-10 00:00:00",15.99,828
"2018-11-11 00:00:00",57.39,800
"2018-11-12 00:00:00",23.57,873
"2018-11-13 00:00:00",28.6,978
"2018-11-14 00:00:00",26.81,939
"2018-11-15 00:00:00",12.37,957
"2018-11-16 00:00:00",14.34,919
"2018-11-17 00:00:00",8.11,861
"2018-11-18 00:00:00",12.76,831
"2018-11-19 00:00:00",27.99,790
"2018-11-20 00:00:00",19.58,821
"2018-11-21 00:00:00",6.56,887
"2018-11-22 00:00:00",8.35,889
"2018-11-23 00:00:00",16.35,829
"2018-11-24 00:00:00",10.15,861
"2018-11-25 00:00:00",5.79,761
"2018-11-26 00:00:00",7.74,941
"2018-11-27 00:00:00",8.03,892
"2018-11-28 00:00:00",9.34,885
"2018-11-29 00:00:00",21.77,852
"2018-11-30 00:00:00",17.09,976
"2018-12-01 00:00:00",5.65,955
"2018-12-02 00:00:00",7.27,880
"2018-12-03 00:00:00",5.29,866
"2018-12-04 00:00:00",6.94,855
"2018-12-05 00:00:00",4.06,2652
"2018-12-06 00:00:00",6.02,916
"2018-12-07 00:00:00",5,959
"2018-12-08 00:00:00",16.4,1088
"2018-12-09 00:00:00",9.93,896
"2018-12-10 00:00:00",10.26,858
"2018-12-11 00:00:00",53.25,797
"2018-12-12 00:00:00",227.31,802
"2018-12-13 00:00:00",8.34,861
"2018-12-14 00:00:00",38.86,858
"2018-12-15 00:00:00",18.93,925
"2018-12-16 00:00:00",31.92,954
"2018-12-17 00:00:00",11.89,827
"2018-12-18 00:00:00",16.02,875
"2018-12-19 00:00:00",97.5,899
"2018-12-20 00:00:00",208.05,924
"2018-12-21 00:00:00",409.66,987
"2018-12-22 00:00:00",122.83,943
"2018-12-23 00:00:00",189.35,1161
"2018-12-24 00:00:00",16.81,826
"2018-12-25 00:00:00",20.65,762
"2018-12-26 00:00:00",8.96,786
"2018-12-27 00:00:00",9.8,807
"2018-12-28 00:00:00",19.89,901
"2018-12-29 00:00:00",8.14,794
"2018-12-30 00:00:00",17.83,732
"2018-12-31 00:00:00",18.26,782
"2019-01-01 00:00:00",8.37,757
"2019-01-02 00:00:00",11.05,779
"2019-01-03 00:00:00",16.78,878
"2019-01-04 00:00:00",19.06,899
"2019-01-05 00:00:00",11.11,793
"2019-01-06 00:00:00",270.01,818
"2019-01-07 00:00:00",11.78,752
"2019-01-08 00:00:00",23.6,815
"2019-01-09 00:00:00",17.68,811
"2019-01-10 00:00:00",12.43,885
"2019-01-11 00:00:00",7.15,1201
"2019-01-12 00:00:00",12.12,982
"2019-01-13 00:00:00",15.88,995
"2019-01-14 00:00:00",23.23,921
"2019-01-15 00:00:00",8.02,936
"2019-01-16 00:00:00",15.44,940
"2019-01-17 00:00:00",12.18,958
"2019-01-18 00:00:00",12.52,907
"2019-01-19 00:00:00",9.5,967
"2019-01-20 00:00:00",13.65,947
"2019-01-21 00:00:00",7.9,945
"2019-01-22 00:00:00",10.26,841
"2019-01-23 00:00:00",9.14,981
"2019-01-24 00:00:00",7.33,923
"2019-01-25 00:00:00",13.87,994
"2019-01-26 00:00:00",5.16,1053
"2019-01-27 00:00:00",8.86,1041
"2019-01-28 00:00:00",12.83,1234
"2019-01-29 00:00:00",7.84,1035
"2019-01-30 00:00:00",267.53,989
"2019-01-31 00:00:00",9.57,858
"2019-02-01 00:00:00",8.25,1049
"2019-02-02 00:00:00",9.05,948
"2019-02-03 00:00:00",8.61,1042
"2019-02-04 00:00:00",9.48,1002
"2019-02-05 00:00:00",18.62,987
"2019-02-06 00:00:00",21.43,942
"2019-02-07 00:00:00",12.72,1019
"2019-02-08 00:00:00",8.91,920
"2019-02-09 00:00:00",4.52,1099
"2019-02-10 00:00:00",9.39,1027
"2019-02-11 00:00:00",9.68,859
"2019-02-12 00:00:00",7.34,932
"2019-02-13 00:00:00",7.09,968
"2019-02-14 00:00:00",6.83,1013
"2019-02-15 00:00:00",9.61,1020
"2019-02-16 00:00:00",4.63,1171
"2019-02-17 00:00:00",11.76,1098
"2019-02-18 00:00:00",8.73,1043
"2019-02-19 00:00:00",21.37,921
"2019-02-20 00:00:00",14.89,1042
"2019-02-21 00:00:00",16.19,966
"2019-02-22 00:00:00",9.79,851
"2019-02-23 00:00:00",7.34,973
"2019-02-24 00:00:00",9.03,839
"2019-02-25 00:00:00",9.45,710
"2019-02-26 00:00:00",13.28,864
"2019-02-27 00:00:00",19.49,921
"2019-02-28 00:00:00",15.07,813
"2019-03-01 00:00:00",16.86,1082
"2019-03-02 00:00:00",17.33,1205
"2019-03-03 00:00:00",8.6,1122
"2019-03-04 00:00:00",16.84,1091
"2019-03-05 00:00:00",20.09,1135
"2019-03-06 00:00:00",14.19,1117
"2019-03-07 00:00:00",10.63,1103
"2019-03-08 00:00:00",11.74,1173
"2019-03-09 00:00:00",11.37,1107
"2019-03-10 00:00:00",16.18,1109
"2019-03-11 00:00:00",12.71,1060
"2019-03-12 00:00:00",24.27,1159
"2019-03-13 00:00:00",15.59,1062
"2019-03-14 00:00:00",18.76,1044
"2019-03-15 00:00:00",15.37,1074
"2019-03-16 00:00:00",8.48,1119
"2019-03-17 00:00:00",12.75,1103
"2019-03-18 00:00:00",12.46,1033
"2019-03-19 00:00:00",12.83,1076
"2019-03-20 00:00:00",13.44,1123
"2019-03-21 00:00:00",11.57,1139
"2019-03-22 00:00:00",11.07,1260
"2019-03-23 00:00:00",13.07,1197
"2019-03-24 00:00:00",14.61,1174
"2019-03-25 00:00:00",12.27,1278
"2019-03-26 00:00:00",16.88,1264
"2019-03-27 00:00:00",11.58,1224
"2019-03-28 00:00:00",27.8,1281
"2019-03-29 00:00:00",4.23,1427
"2019-03-30 00:00:00",7.43,1374
"2019-03-31 00:00:00",7.16,1277
"2019-04-01 00:00:00",12.28,1275
"2019-04-02 00:00:00",22.15,1247
"2019-04-03 00:00:00",16.45,928
"2019-04-04 00:00:00",24.27,1091
"2019-04-05 00:00:00",20.77,1117
"2019-04-06 00:00:00",13.23,1013
"2019-04-07 00:00:00",16.14,1097
"2019-04-08 00:00:00",22.86,1092
"2019-04-09 00:00:00",19.28,1075
"2019-04-10 00:00:00",15.39,1005
"2019-04-11 00:00:00",20.46,1031
"2019-04-12 00:00:00",20.33,1118
"2019-04-13 00:00:00",9.5,1092
"2019-04-14 00:00:00",6.55,1029
"2019-04-15 00:00:00",26.37,936
"2019-04-16 00:00:00",15.55,992
"2019-04-17 00:00:00",9.6,1068
"2019-04-18 00:00:00",10.61,1073
"2019-04-19 00:00:00",10.47,1052
"2019-04-20 00:00:00",9.95,1004
"2019-04-21 00:00:00",13.14,1043
"2019-04-22 00:00:00",10.78,952
"2019-04-23 00:00:00",13.13,969
"2019-04-24 00:00:00",26.73,1059
"2019-04-25 00:00:00",12.62,1007
"2019-04-26 00:00:00",15.8,932
"2019-04-27 00:00:00",16.8,995
"2019-04-28 00:00:00",10.38,1056
"2019-04-29 00:00:00",10.63,940
"2019-04-30 00:00:00",54.64,1044
"2019-05-01 00:00:00",8.58,1150
"2019-05-02 00:00:00",14.43,1064
"2019-05-03 00:00:00",12.09,997
"2019-05-04 00:00:00",9.05,1097
"2019-05-05 00:00:00",12.75,1144
"2019-05-06 00:00:00",10.7,1044
"2019-05-07 00:00:00",16.69,941
"2019-05-08 00:00:00",13.17,1132
"2019-05-09 00:00:00",10.22,1170
"2019-05-10 00:00:00",16.44,1204
"2019-05-11 00:00:00",6.84,1179
"2019-05-12 00:00:00",11.58,1075
"2019-05-13 00:00:00",15.61,1087
"2019-05-14 00:00:00",10.36,1152
"2019-05-15 00:00:00",29.22,980
"2019-05-16 00:00:00",21.92,844
"2019-05-17 00:00:00",38.18,858
